step,time_s,component,inventory_mol_m2,cumulative_net_in_mol_m2,balance_error_mol_m2,chemistry_error_mol_m3,water_relative_mismatch
45,45.0,H,2187.4595564334436,-0.0001323466012716441,2.36421389193317e-11,1.0629719326971099e-08,3.7572021567289227e-06
45,45.0,Na,14.758321170225685,-6.342108304892628e-07,1.0566342834891193e-13,1.0629719326971099e-08,3.7572021567289227e-06
45,45.0,O,1093.7297782167238,-6.617330062550946e-05,1.3629746270960204e-11,1.0629719326971099e-08,3.7572021567289227e-06
45,45.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021567289227e-06
46,46.0,Cl,14.758321163051342,-6.413851873773903e-07,1.19654013522609e-13,1.0629719326971099e-08,3.7572021400755773e-06
46,46.0,H,2187.4595549363057,-0.0001338437403654775,2.486274250715348e-11,1.0629719326971099e-08,3.7572021400755773e-06
46,46.0,Na,14.75832116305134,-6.413851873023163e-07,1.1780258267078594e-13,1.0629719326971099e-08,3.7572021400755773e-06
46,46.0,O,1093.7297774681554,-6.692187017219178e-05,1.469456103835292e-11,1.0629719326971099e-08,3.7572021400755773e-06
46,46.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021400755773e-06
47,47.0,Cl,14.758321155956429,-6.484800913447698e-07,1.1051992446864205e-13,1.0629719326971099e-08,3.757202143628291e-06
47,47.0,H,2187.459553455747,-0.0001353242992504418,2.5053395610267343e-11,1.0629719326971099e-08,3.757202143628291e-06
47,47.0,Na,14.758321155956427,-6.484800912806823e-07,1.0867948005766136e-13,1.0629719326971099e-08,3.757202143628291e-06
47,47.0,O,1093.729776727875,-6.766214961443955e-05,1.3880158510732286e-11,1.0629719326971099e-08,3.757202143628291e-06
47,47.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202143628291e-06
48,48.0,Cl,14.758321148938391,-6.554981281334857e-07,1.0960211048369986e-13,1.0629719326971099e-08,3.757202127419035e-06
48,48.0,H,2187.459551991229,-0.00013678881735998833,2.5226686137160698e-11,1.0629719326971099e-08,3.757202127419035e-06
48,48.0,Na,14.758321148938391,-6.554981280803846e-07,1.0954900935296178e-13,1.0629719326971099e-08,3.757202127419035e-06
48,48.0,O,1093.729775995617,-6.839440866897844e-05,1.4876064098547255e-11,1.0629719326971099e-08,3.757202127419035e-06
48,48.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202127419035e-06
49,49.0,Cl,14.758321141994776,-6.624417459500846e-07,1.119583229971426e-13,1.0629719326971099e-08,3.7572021505116737e-06
49,49.0,H,2187.4595505422412,-0.00013823780583025784,2.583747975228208e-11,1.0629719326971099e-08,3.7572021505116737e-06
49,49.0,Na,14.758321141994776,-6.624417459043078e-07,1.1191254616029942e-13,1.0629719326971099e-08,3.7572021505116737e-06
49,49.0,O,1093.7297752711222,-6.911890290387882e-05,1.4271731826930381e-11,1.0629719326971099e-08,3.7572021505116737e-06
49,49.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021505116737e-06
50,50.0,Cl,14.758321135123257,-6.693132656042252e-07,1.1314711796262536e-13,1.0857093002414331e-08,3.7572021669429745e-06
50,50.0,H,2187.4595491082996,-0.0001396717488946254,2.7267970189757615e-11,1.0857093002414331e-08,3.7572021669429745e-06
50,50.0,Na,14.758321135123255,-6.693132655694348e-07,1.113359707272243e-13,1.0857093002414331e-08,3.7572021669429745e-06
50,50.0,O,1093.7297745541518,-6.983587443582821e-05,1.5441490019149975e-11,1.0857093002414331e-08,3.7572021669429745e-06
50,50.0,Zz,0.0,0.0,0.0,1.0857093002414331e-08,3.7572021669429745e-06
51,51.0,Cl,14.758321128321647,-6.761148895981238e-07,1.271990856023067e-13,1.0629719326971099e-08,3.7572021602816363e-06
51,51.0,H,2187.4595476889394,-0.0001410911065429454,2.4756219264236018e-11,1.0629719326971099e-08,3.7572021602816363e-06
51,51.0,Na,14.758321128321647,-6.761148895578402e-07,1.271588019858847e-13,1.0629719326971099e-08,3.7572021602816363e-06
51,51.0,O,1093.7297738444724,-7.054555325975384e-05,1.4867501205314236e-11,1.0629719326971099e-08,3.7572021602816363e-06
51,51.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021602816363e-06
52,52.0,Cl,14.758321121587823,-6.828487103608884e-07,1.2379691064229873e-13,1.0629719326971099e-08,3.757202145848737e-06
52,52.0,H,2187.4595462837347,-0.000142496314832336,2.8261077316240127e-11,1.0629719326971099e-08,3.757202145848737e-06
52,52.0,Na,14.758321121587821,-6.828487103297601e-07,1.2198942555384512e-13,1.0629719326971099e-08,3.757202145848737e-06
52,52.0,O,1093.7297731418691,-7.124815740421476e-05,1.5710201152138725e-11,1.0629719326971099e-08,3.757202145848737e-06
52,52.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202145848737e-06
53,53.0,Cl,14.758321114919807,-6.895167179078958e-07,1.158708077793005e-13,1.0317080523236655e-08,3.7572021400755773e-06
53,53.0,H,2187.45954489226,-0.00014388778924814968,2.8079123770043124e-11,1.0317080523236655e-08,3.7572021400755773e-06
53,53.0,Na,14.758321114919807,-6.895167178785986e-07,1.1584151060372086e-13,1.0317080523236655e-08,3.7572021400755773e-06
53,53.0,O,1093.7297724461316,-7.194389461188723e-05,1.5391616326192355e-11,1.0317080523236655e-08,3.7572021400755773e-06
53,53.0,Zz,0.0,0.0,0.0,1.0317080523236655e-08,3.7572021400755773e-06
54,54.0,Cl,14.758321108315728,-6.961208066853421e-07,1.2558686437220566e-13,1.0331291377951857e-08,3.7572021611698148e-06
54,54.0,H,2187.4595435141246,-0.00014526592512303997,2.8460290385241144e-11,1.0331291377951857e-08,3.7572021611698148e-06
54,54.0,Na,14.758321108315725,-6.961208066560449e-07,1.2200485351782553e-13,1.0331291377951857e-08,3.7572021611698148e-06
54,54.0,O,1093.729771757064,-7.2632962549098e-05,1.580933893182996e-11,1.0331291377951857e-08,3.7572021611698148e-06
54,54.0,Zz,0.0,0.0,0.0,1.0331291377951857e-08,3.7572021611698148e-06
55,55.0,Cl,14.75832110177375,-7.02662781832511e-07,1.2310774907218222e-13,1.0629719326971099e-08,3.757202148069183e-06
55,55.0,H,2187.459542148951,-0.00014663109897759962,2.8939616030171714e-11,1.0629719326971099e-08,3.757202148069183e-06
55,55.0,Na,14.758321101773749,-7.026627817995517e-07,1.212984329102549e-13,1.0629719326971099e-08,3.757202148069183e-06
55,55.0,O,1093.7297710744776,-7.331554947614344e-05,1.627614105233384e-11,1.0629719326971099e-08,3.757202148069183e-06
55,55.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202148069183e-06
56,56.0,Cl,14.758321095292168,-7.091443650412074e-07,1.2304634394806662e-13,1.0629719326971099e-08,3.7572021305276593e-06
56,56.0,H,2187.4595407963798,-0.00014798367054397437,2.9089344539927342e-11,1.0629719326971099e-08,3.7572021305276593e-06
56,56.0,Na,14.758321095292168,-7.091443650082481e-07,1.2301338462553953e-13,1.0629719326971099e-08,3.7572021305276593e-06
56,56.0,O,1093.729770398192,-7.399183525909644e-05,1.6350770929807017e-11,1.0629719326971099e-08,3.7572021305276593e-06
56,56.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021305276593e-06
57,57.0,Cl,14.758321088869337,-7.155671998347394e-07,1.2757223760276922e-13,1.0629719326971099e-08,3.7572021562848334e-06
57,57.0,H,2187.4595394560683,-0.00014932398238242167,2.9499725497659016e-11,1.0629719326971099e-08,3.7572021562848334e-06
57,57.0,Na,14.75832108886934,-7.155671997962869e-07,1.3108649873862146e-13,1.0629719326971099e-08,3.7572021562848334e-06
57,57.0,O,1093.7297697280364,-7.466199117808572e-05,1.678310070671145e-11,1.0629719326971099e-08,3.7572021562848334e-06
57,57.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021562848334e-06
58,58.0,Cl,14.75832108250368,-7.21932856453221e-07,1.2774431372243247e-13,1.0871303857129533e-08,3.757202171161822e-06
58,58.0,H,2187.45953812769,-0.00015065236235399133,3.1068463421509915e-11,1.0871303857129533e-08,3.757202171161822e-06
58,58.0,Na,14.758321082503677,-7.219328564184306e-07,1.2415680964763116e-13,1.0871303857129533e-08,3.757202171161822e-06
58,58.0,O,1093.7297690638472,-7.532618116363617e-05,1.756723529123226e-11,1.0871303857129533e-08,3.757202171161822e-06
58,58.0,Zz,0.0,0.0,0.0,1.0871303857129533e-08,3.757202171161822e-06
59,59.0,Cl,14.758321076193708,-7.282428363635038e-07,1.3466603583327913e-13,1.1638690011750441e-08,3.7572021613918594e-06
59,59.0,H,2187.459536810929,-0.00015196912378787089,3.1530084343119394e-11,1.1638690011750441e-08,3.7572021613918594e-06
59,59.0,Na,14.758321076193708,-7.282428363287134e-07,1.3463124543727832e-13,1.1638690011750441e-08,3.7572021613918594e-06
59,59.0,O,1093.7297684054658,-7.598456188034157e-05,1.6888316672859435e-11,1.1638690011750441e-08,3.7572021613918594e-06
59,59.0,Zz,0.0,0.0,0.0,1.1638690011750441e-08,3.7572021613918594e-06
60,60.0,Cl,14.758321069937965,-7.344985763955711e-07,1.3210749245384665e-13,1.050182163453428e-08,3.757202150289629e-06
60,60.0,H,2187.4595355054835,-0.0001532745664788955,2.8727182443824897e-11,1.050182163453428e-08,3.757202150289629e-06
60,60.0,Na,14.758321069937965,-7.344985763607807e-07,1.3207270205784584e-13,1.050182163453428e-08,3.757202150289629e-06
60,60.0,O,1093.729767752744,-7.66372832256195e-05,1.6396126047580478e-11,1.050182163453428e-08,3.757202150289629e-06
60,60.0,Zz,0.0,0.0,0.0,1.050182163453428e-08,3.757202150289629e-06
61,61.0,Cl,14.758321063735098,-7.407014525859591e-07,1.4074495137364094e-13,1.0629719326971099e-08,3.757202093002121e-06
61,61.0,H,2187.4595342110742,-0.0001545689779199039,3.0937722978081894e-11,1.0629719326971099e-08,3.757202093002121e-06
61,61.0,Na,14.758321063735096,-7.407014525456755e-07,1.389283109178187e-13,1.0629719326971099e-08,3.757202093002121e-06
61,61.0,O,1093.7297671055394,-7.728448894588932e-05,1.750116193730434e-11,1.0629719326971099e-08,3.757202093002121e-06
61,61.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202093002121e-06
62,62.0,Cl,14.758321057583766,-7.468527837172207e-07,1.3998790858313147e-13,1.0629719326971099e-08,3.7572021378551312e-06
62,62.0,H,2187.45953292742,-0.00015585263279501455,3.135721421561842e-11,1.0629719326971099e-08,3.7572021378551312e-06
62,62.0,Na,14.758321057583766,-7.468527836403156e-07,1.3991100349723494e-13,1.0629719326971099e-08,3.7572021378551312e-06
62,62.0,O,1093.729766463712,-7.792631638321027e-05,1.7483299503224733e-11,1.0629719326971099e-08,3.7572021378551312e-06
62,62.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021378551312e-06
63,63.0,Cl,14.75832105148272,-7.529538345424447e-07,1.4581059475112472e-13,1.0615508472255897e-08,3.7572021664988853e-06
63,63.0,H,2187.459531654259,-0.00015712579499198932,3.2848438650135564e-11,1.0615508472255897e-08,3.7572021664988853e-06
63,63.0,Na,14.75832105148272,-7.529538344911747e-07,1.4575932469386037e-13,1.0615508472255897e-08,3.7572021664988853e-06
63,63.0,O,1093.7297658271311,-7.856289748146328e-05,1.7773929992192204e-11,1.0615508472255897e-08,3.7572021664988853e-06
63,63.0,Zz,0.0,0.0,0.0,1.0615508472255897e-08,3.7572021664988853e-06
64,64.0,Cl,14.758321045430735,-7.590058189859708e-07,1.446747735438006e-13,1.0629719326971099e-08,3.757202159837547e-06
64,64.0,H,2187.459530391335,-0.00015838871808833204,3.2056646833561464e-11,1.0629719326971099e-08,3.757202159837547e-06
64,64.0,Na,14.758321045430732,-7.590058189456872e-07,1.410817762485781e-13,1.0629719326971099e-08,3.757202159837547e-06
64,64.0,O,1093.7297651956694,-7.919435902940026e-05,1.760517338194375e-11,1.0629719326971099e-08,3.757202159837547e-06
64,64.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202159837547e-06
65,65.0,Cl,14.75832103942666,-7.650099027966144e-07,1.5302638531367616e-13,1.0629719326971099e-08,3.7572021562848334e-06
65,65.0,H,2187.459529138408,-0.0001596416455462904,3.2337485201530333e-11,1.0629719326971099e-08,3.7572021562848334e-06
65,65.0,Na,14.75832103942666,-7.650099027599928e-07,1.529897637383225e-13,1.0629719326971099e-08,3.7572021562848334e-06
65,65.0,O,1093.7297645692063,-7.982082275814507e-05,1.820010553941001e-11,1.0629719326971099e-08,3.7572021562848334e-06
65,65.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021562848334e-06
66,66.0,Cl,14.758321033469358,-7.709672062851199e-07,1.5430779729683143e-13,2.0179413695586845e-08,3.7572021325260607e-06
66,66.0,H,2187.4595278952443,-0.00016088481087879513,3.3918493447943066e-11,2.0179413695586845e-08,3.7572021325260607e-06
66,66.0,Na,14.758321033469356,-7.70967206264978e-07,1.5251129854334107e-13,2.0179413695586845e-08,3.7572021325260607e-06
66,66.0,O,1093.729763947624,-8.044240542416305e-05,1.8535627934325276e-11,2.0179413695586845e-08,3.7572021325260607e-06
66,66.0,Zz,0.0,0.0,0.0,2.0179413695586845e-08,3.7572021325260607e-06
67,67.0,Cl,14.758321027557761,-7.76878806759488e-07,1.5823654955849959e-13,1.1965539670200087e-08,3.7572021371889974e-06
67,67.0,H,2187.4595266616175,-0.0001621184387304081,3.498005273568257e-11,1.1965539670200087e-08,3.7572021371889974e-06
67,67.0,Na,14.75832102755776,-7.768788067246975e-07,1.564254022172194e-13,1.1965539670200087e-08,3.7572021371889974e-06
67,67.0,O,1093.729763330811,-8.10592193492664e-05,1.952045179686758e-11,1.1965539670200087e-08,3.7572021371889974e-06
67,67.0,Zz,0.0,0.0,0.0,1.1965539670200087e-08,3.7572021371889974e-06
68,68.0,Cl,14.758321021690831,-7.827457407039519e-07,1.6212812437944245e-13,1.0629719326971099e-08,3.757202147625094e-06
68,68.0,H,2187.4595254373094,-0.0001633427456695177,3.381182302458069e-11,1.0629719326971099e-08,3.757202147625094e-06
68,68.0,Na,14.758321021690826,-7.827457406728235e-07,1.5676792550630922e-13,1.0629719326971099e-08,3.757202147625094e-06
68,68.0,O,1093.7297627186558,-8.167137281858682e-05,1.7799234186695843e-11,1.0629719326971099e-08,3.757202147625094e-06
68,68.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202147625094e-06
69,69.0,Cl,14.758321015867567,-7.885690060385213e-07,1.6381363090013992e-13,1.0544454198679887e-08,3.7572021411858003e-06
69,69.0,H,2187.4595242221167,-0.0001645579398723982,3.5318012728789705e-11,1.0544454198679887e-08,3.7572021411858003e-06
69,69.0,Na,14.758321015867567,-7.885690060018998e-07,1.6377700932478626e-13,1.0544454198679887e-08,3.7572021411858003e-06
69,69.0,O,1093.72976211106,-8.227896991979269e-05,1.9006842012282178e-11,1.0544454198679887e-08,3.7572021411858003e-06
69,69.0,Zz,0.0,0.0,0.0,1.0544454198679887e-08,3.7572021411858003e-06
70,70.0,Cl,14.75832101008701,-7.943495640635818e-07,1.653607612481345e-13,1.0629719326971099e-08,3.7572020821219354e-06
70,70.0,H,2187.4595230158343,-0.00016576422218634527,3.5254862289051114e-11,1.0629719326971099e-08,3.7572020821219354e-06
70,70.0,Na,14.758321010087007,-7.943495639994941e-07,1.6174395989187443e-13,1.0629719326971099e-08,3.7572020821219354e-06
70,70.0,O,1093.7297615079194,-8.288211107653185e-05,1.9657153441337942e-11,1.0629719326971099e-08,3.7572020821219354e-06
70,70.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572020821219354e-06
71,71.0,Cl,14.758321004348234,-8.000883412708254e-07,1.6600293747715033e-13,1.0317080523236655e-08,3.757202140297622e-06
71,71.0,H,2187.459521818271,-0.00016696178531310543,3.4875483469025415e-11,1.0317080523236655e-08,3.757202140297622e-06
71,71.0,Na,14.758321004348232,-8.000883412012445e-07,1.6415699973986933e-13,1.0317080523236655e-08,3.757202140297622e-06
71,71.0,O,1093.7297609091374,-8.348089263967755e-05,1.9239855978477223e-11,1.0317080523236655e-08,3.757202140297622e-06
71,71.0,Zz,0.0,0.0,0.0,1.0317080523236655e-08,3.757202140297622e-06
72,72.0,Cl,14.758320998650344,-8.057862311267157e-07,1.6569913291111245e-13,1.0615508472255897e-08,3.7572021434062464e-06
72,72.0,H,2187.4595206292415,-0.00016815081651687144,3.6816644595179596e-11,1.0615508472255897e-08,3.7572021434062464e-06
72,72.0,Na,14.758320998650342,-8.057862310534727e-07,1.63849533026884e-13,1.0615508472255897e-08,3.7572021434062464e-06
72,72.0,O,1093.7297603146221,-8.407540824132619e-05,1.952808113781998e-11,1.0615508472255897e-08,3.7572021434062464e-06
72,72.0,Zz,0.0,0.0,0.0,1.0615508472255897e-08,3.7572021434062464e-06
73,73.0,Cl,14.75832099299249,-8.114440957112982e-07,1.7565446688837542e-13,1.0629719326971099e-08,3.7572021416298895e-06
73,73.0,H,2187.4595194485646,-0.00016933149536347886,3.8745240848146734e-11,1.0629719326971099e-08,3.7572021416298895e-06
73,73.0,Na,14.758320992992491,-8.114440956160823e-07,1.7733560780126275e-13,1.0629719326971099e-08,3.7572021416298895e-06
73,73.0,O,1093.7297597242837,-8.466574766439551e-05,2.0492144886898912e-11,1.0629719326971099e-08,3.7572021416298895e-06
73,73.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021416298895e-06
74,74.0,Cl,14.758320987373805,-8.170627671610852e-07,1.6291967105705831e-13,1.0331291377951857e-08,3.7572021518439414e-06
74,74.0,H,2187.459518276062,-0.00017050399519885802,3.6200988387524724e-11,1.0331291377951857e-08,3.7572021518439414e-06
74,74.0,Na,14.758320987373802,-8.170627670622072e-07,1.5926807930479744e-13,1.0331291377951857e-08,3.7572021518439414e-06
74,74.0,O,1093.7297591380332,-8.525199758185072e-05,1.9901905305512967e-11,1.0331291377951857e-08,3.7572021518439414e-06
74,74.0,Zz,0.0,0.0,0.0,1.0331291377951857e-08,3.7572021518439414e-06
75,75.0,Cl,14.758320981793538,-8.226430491925088e-07,1.7803587746732867e-13,1.0629719326971099e-08,3.757202150289629e-06
75,75.0,H,2187.459517111576,-0.00017166848397779231,3.888659248665709e-11,1.0629719326971099e-08,3.757202150289629e-06
75,75.0,Na,14.758320981793537,-8.22643049099124e-07,1.7616613577488922e-13,1.0629719326971099e-08,3.757202150289629e-06
75,75.0,O,1093.7297585557894,-8.583424197108349e-05,2.0562351951344815e-11,1.0629719326971099e-08,3.757202150289629e-06
75,75.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202150289629e-06
76,76.0,Cl,14.758320976250872,-8.281857184276172e-07,1.8050098824223956e-13,1.0743406164692715e-08,3.757202097443013e-06
76,76.0,H,2187.459515954936,-0.0001728251236756311,3.8247145928886964e-11,1.0743406164692715e-08,3.757202097443013e-06
76,76.0,Na,14.758320976250872,-8.281857183305702e-07,1.804039412422529e-13,1.0743406164692715e-08,3.757202097443013e-06
76,76.0,O,1093.72975797747,-8.641256181976851e-05,2.0924515321384812e-11,1.0743406164692715e-08,3.757202097443013e-06
76,76.0,Zz,0.0,0.0,0.0,1.0743406164692715e-08,3.757202097443013e-06
77,77.0,Cl,14.758320970745075,-8.336915255989207e-07,1.9096485274306763e-13,1.0629719326971099e-08,3.7572021411858003e-06
77,77.0,H,2187.459514805988,-0.0001739740708882956,3.762871267289254e-11,1.0629719326971099e-08,3.7572021411858003e-06
77,77.0,Na,14.758320970745073,-8.336915255055359e-07,1.8909511105062818e-13,1.0629719326971099e-08,3.7572021411858003e-06
77,77.0,O,1093.7297574029963,-8.698703542586638e-05,2.0842437991426196e-11,1.0629719326971099e-08,3.7572021411858003e-06
77,77.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021411858003e-06
78,78.0,Cl,14.758320965275397,-8.391611968110011e-07,1.8413310967165837e-13,1.0587086762825493e-08,3.7572021422960233e-06
78,78.0,H,2187.4595136645826,-0.00017511547730947113,3.865835223552244e-11,1.0587086762825493e-08,3.7572021422960233e-06
78,78.0,Na,14.758320965275393,-8.391611967322649e-07,1.805016597276085e-13,1.0587086762825493e-08,3.7572021422960233e-06
78,78.0,O,1093.729756832293,-8.755773863621976e-05,2.0902276044450045e-11,1.0587086762825493e-08,3.7572021422960233e-06
78,78.0,Zz,0.0,0.0,0.0,1.0587086762825493e-08,3.7572021422960233e-06
79,79.0,Cl,14.758320959841164,-8.445954346171821e-07,1.8931984053823777e-13,1.0629719326971099e-08,3.7572021456266924e-06
79,79.0,H,2187.459512530571,-0.00017624948960029332,3.929481653258682e-11,1.0629719326971099e-08,3.7572021456266924e-06
79,79.0,Na,14.75832095984116,-8.445954345512633e-07,1.8570120810850398e-13,1.0629719326971099e-08,3.7572021456266924e-06
79,79.0,O,1093.7297562652866,-8.812474478139648e-05,2.05381527892479e-11,1.0629719326971099e-08,3.7572021456266924e-06
79,79.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021456266924e-06
80,80.0,Cl,14.758320954441675,-8.499949191126798e-07,1.849593100553332e-13,1.0331291377951857e-08,3.7572021409637557e-06
80,80.0,H,2187.4595114038107,-0.00017737624979482087,3.9236243431790135e-11,1.0331291377951857e-08,3.7572021409637557e-06
80,80.0,Na,14.758320954441674,-8.499949190467611e-07,1.8311703446499965e-13,1.0331291377951857e-08,3.7572021409637557e-06
80,80.0,O,1093.7297557019074,-8.868812487842588e-05,2.141812656321785e-11,1.0331291377951857e-08,3.7572021409637557e-06
80,80.0,Zz,0.0,0.0,0.0,1.0331291377951857e-08,3.7572021409637557e-06
81,81.0,Cl,14.75832094907629,-8.553603088739434e-07,1.9013950500393334e-13,1.0629719326971099e-08,3.7572021434062464e-06
81,81.0,H,2187.4595102841663,-0.00017849589505956442,4.013443299488023e-11,1.0629719326971099e-08,3.7572021434062464e-06
81,81.0,Na,14.758320949076294,-8.553603088098557e-07,1.9362813100527428e-13,1.0629719326971099e-08,3.7572021434062464e-06
81,81.0,O,1093.7297551420857,-8.924794751056328e-05,2.2321734318244725e-11,1.0629719326971099e-08,3.7572021434062464e-06
81,81.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021434062464e-06
82,82.0,Cl,14.758320943744371,-8.606922419291233e-07,2.0340011379555486e-13,1.0629719326971099e-08,3.757202158283235e-06
82,82.0,H,2187.4595091715037,-0.00017960855858740159,4.1031794335930766e-11,1.0629719326971099e-08,3.757202158283235e-06
82,82.0,Na,14.758320943744367,-8.606922418540492e-07,1.9977232599845243e-13,1.0629719326971099e-08,3.757202158283235e-06
82,82.0,O,1093.7297545857532,-8.980427927424748e-05,2.1633312234149195e-11,1.0629719326971099e-08,3.757202158283235e-06
82,82.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202158283235e-06
83,83.0,Cl,14.758320938445282,-8.659913366681147e-07,2.089716397657315e-13,1.0373923942097463e-08,3.757202152065986e-06
83,83.0,H,2187.4595080656927,-0.00018071436938991875,4.0882171481676846e-11,1.0373923942097463e-08,3.757202152065986e-06
83,83.0,Na,14.758320938445285,-8.659913366131823e-07,2.1246942102856196e-13,1.0373923942097463e-08,3.757202152065986e-06
83,83.0,O,1093.729754032849,-9.035718467527169e-05,2.292250848227699e-11,1.0373923942097463e-08,3.757202152065986e-06
83,83.0,Zz,0.0,0.0,0.0,1.0373923942097463e-08,3.757202152065986e-06
84,84.0,Cl,14.758320933178414,-8.712581926354114e-07,1.971081810097825e-13,1.0331291377951857e-08,3.757202160503681e-06
84,84.0,H,2187.45950696661,-0.000181813452627883,4.160979942763668e-11,1.0331291377951857e-08,3.757202160503681e-06
84,84.0,Na,14.758320933178416,-8.712581926006208e-07,1.988497472414237e-13,1.0331291377951857e-08,3.757202160503681e-06
84,84.0,O,1093.729753483307,-9.090672629401943e-05,2.237659337607934e-11,1.0331291377951857e-08,3.757202160503681e-06
84,84.0,Zz,0.0,0.0,0.0,1.0331291377951857e-08,3.757202160503681e-06
85,85.0,Cl,14.758320927943222,-8.764933913724003e-07,2.0400957464753242e-13,1.06439301816863e-08,3.757202091447809e-06
85,85.0,H,2187.4595058741343,-0.00018290592968577414,4.272686794214858e-11,1.06439301816863e-08,3.757202091447809e-06
85,85.0,Na,14.758320927943222,-8.764933913431029e-07,2.0398027726019455e-13,1.06439301816863e-08,3.757202091447809e-06
85,85.0,O,1093.7297529370692,-9.145296482273062e-05,2.316226693137389e-11,1.06439301816863e-08,3.757202091447809e-06
85,85.0,Zz,0.0,0.0,0.0,1.06439301816863e-08,3.757202091447809e-06
86,86.0,Cl,14.758320922739124,-8.816974971113372e-07,2.112630330828856e-13,1.0629719326971099e-08,3.7572021591714133e-06
86,86.0,H,2187.459504788144,-0.00018399191829178584,4.0998775365343534e-11,1.0629719326971099e-08,3.7572021591714133e-06
86,86.0,Na,14.75832092273912,-8.816974970820398e-07,2.0768102201674724e-13,1.0629719326971099e-08,3.7572021591714133e-06
86,86.0,O,1093.729752394074,-9.19959591255021e-05,2.2297986265566727e-11,1.0629719326971099e-08,3.7572021591714133e-06
86,86.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.7572021591714133e-06
87,87.0,Cl,14.758320917565554,-8.868710575260867e-07,2.0166094614946204e-13,1.0587086762825493e-08,3.7572021573950565e-06
87,87.0,H,2187.4595037085305,-0.00018507153235516787,4.1650154598013925e-11,1.0587086762825493e-08,3.7572021573950565e-06
87,87.0,Na,14.758320917565555,-8.868710574729854e-07,2.0338420164636598e-13,1.0587086762825493e-08,3.7572021573950565e-06
87,87.0,O,1093.7297518542678,-9.253576615695874e-05,2.307818885538375e-11,1.0587086762825493e-08,3.7572021573950565e-06
87,87.0,Zz,0.0,0.0,0.0,1.0587086762825493e-08,3.7572021573950565e-06
88,88.0,Cl,14.75832091242202,-8.920146043766603e-07,2.1491248067711963e-13,1.0615508472255897e-08,3.757202163168216e-06
88,88.0,H,2187.4595026351794,-0.00018614488345874072,4.16674937012574e-11,1.0615508472255897e-08,3.757202163168216e-06
88,88.0,Na,14.75832091242202,-8.920146043308833e-07,2.1486670362851822e-13,1.0615508472255897e-08,3.757202163168216e-06
88,88.0,O,1093.7297513175918,-9.307244170851078e-05,2.2631876678714385e-11,1.0615508472255897e-08,3.757202163168216e-06
88,88.0,Zz,0.0,0.0,0.0,1.0615508472255897e-08,3.757202163168216e-06
89,89.0,Cl,14.758320907307985,-8.971286541958681e-07,2.2931432448714765e-13,1.0828671292983927e-08,3.7572021585052795e-06
89,89.0,H,2187.4595015679865,-0.00018721207917653533,4.448768027684631e-11,1.0828671292983927e-08,3.7572021585052795e-06
89,89.0,Na,14.758320907307986,-8.971286541555843e-07,2.3105039749836767e-13,1.0828671292983927e-08,3.7572021585052795e-06
89,89.0,O,1093.7297507839953,-9.360603956717371e-05,2.4041735589104204e-11,1.0828671292983927e-08,3.7572021585052795e-06
89,89.0,Zz,0.0,0.0,0.0,1.0828671292983927e-08,3.7572021585052795e-06
90,90.0,Cl,14.758320902222927,-9.022137088514586e-07,2.262616720612309e-13,1.0629719326971099e-08,3.757202156506878e-06
90,90.0,H,2187.459500506842,-0.00018827322425364848,4.480695217526191e-11,1.0629719326971099e-08,3.757202156506878e-06
90,90.0,Na,14.758320902222927,-9.022137088075126e-07,2.262177260861032e-13,1.0629719326971099e-08,3.757202156506878e-06
90,90.0,O,1093.729750253423,-9.413661210549591e-05,2.4201137160907368e-11,1.0629719326971099e-08,3.757202156506878e-06
90,90.0,Zz,0.0,0.0,0.0,1.0629719326971099e-08,3.757202156506878e-06
91,91.0,Cl,14.758320897166385,-9.072702561283995e-07,2.3168671300054233e-13,1.0615508472255897e-08,3.7572021673870637e-06
