time_s,x_m,phi,De_m2_s,pH,Cl_c_mol_m3_water,Cl_total_mol_m3_bulk,H_c_mol_m3_water,H_total_mol_m3_bulk,Na_c_mol_m3_water,Na_total_mol_m3_bulk,O_c_mol_m3_water,O_total_mol_m3_bulk,Zz_c_mol_m3_water,Zz_total_mol_m3_bulk
0.0,0.00275,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00285,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0029500000000000004,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00305,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00315,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0032500000000000003,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00335,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00345,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00355,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0036500000000000005,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00375,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00385,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00395,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00405,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.004150000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00425,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00435,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.004450000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00455,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00465,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.004750000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00485,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0049499999999999995,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.005050000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00515,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00525,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.005350000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00545,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00555,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0056500000000000005,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00575,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00585,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00595,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00605,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.006150000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00625,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00635,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.006450000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00655,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00665,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.006750000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00685,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0069500000000000004,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.007050000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00715,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00725,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.007350000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00745,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00755,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.0076500000000000005,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00775,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.007850000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00795,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00805,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.008150000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00825,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00835,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.008450000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00855,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.008650000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00875,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00885,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00895,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00905,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00915,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.009250000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00935,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00945,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00955,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00965,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00975,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.009850000000000001,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.00995,1.0,1.6106286393345216e-09,7.007852786302843,981.277230443145,981.277230443145,108938.20569302792,108938.20569302313,981.277230443145,981.277230443145,54469.10284651397,54469.10284651167,-1.793322909333754e-12,0.0
0.0,0.01005,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.010150000000000001,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01025,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.010350000000000002,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.010450000000000001,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01055,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01065,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.010750000000000001,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01085,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.010950000000000001,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01105,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01115,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01125,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01135,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01145,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.011550000000000001,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01165,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01175,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01185,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.01195,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
0.0,0.012050000000000002,1.0,1.6106286393345216e-09,7.003840850895423,494.55495000049456,494.5549500004946,109807.76318497733,109807.76318497938,494.55495000049456,494.5549500004946,54903.881592488666,54903.881592489786,3.457356880120539e-13,0.0
