x,c_Ca(CO3)@,c_Ca+2,c_Mg(CO3)@,c_Mg+2,c_CO3-2,c_HCO3-,c_Cl-,c_OH-,c_H+,pH,Calcite_mol_m3,Dolomite-dis_mol_m3
0.28,0.005532346596925004,0.11815571429035804,0.0003102196550219871,0.011633894903044492,0.03365108577498464,0.08264042880984099,0.02699585841358254,0.0826408858096947,1.2619628245925072e-07,9.908016234544167,0.20473269219923823,0.0
0.2800000000000001,0.005532346308308662,0.118154758130816,0.0003101051879409449,0.011629510138149496,0.03365124343939074,0.08264064629997891,0.026984424439250768,0.08264110511569737,1.261957775713024e-07,9.908017600376764,0.20473266356838052,0.0
0.2849999999999999,0.005532399014144312,0.11772225151777202,0.00022361066119718943,0.008355157903043416,0.03369344469413433,0.08271780909660749,0.019331751939258048,0.08271849442161287,1.2600411619624318e-07,9.908551757695484,0.20472888536537004,0.0
0.285,0.005532400856992313,0.11771655219628994,0.00022253307861582608,0.00831449531294191,0.03369406820004983,0.08271883831331847,0.019235718975752464,0.08271952733056064,1.2600126756401434e-07,9.908558938275899,0.20472844139597032,0.0
0.28500000000000003,0.005532401054071566,0.11771565411602744,0.00022240969650464315,0.008309823700729257,0.03369420483048033,0.08271902501387066,0.01922393162045149,0.08271971533899664,1.26000766066597e-07,9.90856017600301,0.20472835456333227,0.0
0.2899999999999999,0.005532511910175654,0.11739642441853787,0.00015827992217369756,0.005896570146344638,0.033725593016812175,0.08276531698953773,0.013603455496616883,0.08276615640906523,1.2579907920635043e-07,9.908934081129463,0.20474222025371847,0.0
0.29,0.005532513423111816,0.11739216824155554,0.00015744764138546545,0.005865344572293084,0.03372602627497223,0.08276611058953809,0.013530035806816845,0.08276695247856392,1.2579716609910274e-07,9.90893947170159,0.2047411247236346,0.0
0.29000000000000004,0.005532513097361044,0.11739131342096258,0.00015732763984480796,0.005860833057868555,0.03372612029254532,0.08276622576297783,0.013518883832245521,0.08276706857407817,1.2579672987223998e-07,9.908940516763877,0.20474244010499426,0.0
0.29499999999999993,0.005532313357086775,0.1171622144364306,0.00011049666446017181,0.004108329894912885,0.033745613313095335,0.08279905395794401,0.009450939502275726,0.08279999424829004,1.2567201348620187e-07,9.909210202577292,0.2047393974231856,0.0
0.295,0.005532315864714454,0.11715908736753704,0.00010986598375710218,0.004084766218267724,0.03374588559214745,0.08279967632169397,0.009395767089638223,0.08280061824689049,1.2567090806905513e-07,9.90921415133132,0.2047383815287238,0.0
0.29500000000000004,0.005532317753049752,0.11715837002162996,0.00010975688644156639,0.004080685078280298,0.033745947001469684,0.0827997873393293,0.009385824625934684,0.0828007299022311,1.2567061393217563e-07,9.90921502270413,0.20473871166540022,0.0
0.29999999999999993,0.005532326067259955,0.11700989782268412,7.609838370011182e-05,0.0028263203895462076,0.033758050283654265,0.08283593921675861,0.0064835770944049334,0.08283694521458626,1.2566859767954386e-07,9.909412277896942,0.20473200948636502,0.0
0.3,0.00553232816884669,0.11700757438211776,7.562909710487589e-05,0.0028088364887645673,0.03375824268960245,0.0828363260450185,0.0064428028698735006,0.08283733311767347,1.2567000572360326e-07,9.90941506984005,0.20473055303155657,0.0
0.30000000000000004,0.005532330622089535,0.11700702317495801,7.553476706666843e-05,0.0028053202805992435,0.033758302780260666,0.08283643389758438,0.006434331719105006,0.08283744140611277,1.2567220900071146e-07,9.909415782483018,0.20473148288543055,0.0
0.30499999999999994,0.00553330070574091,0.11687730215712488,5.176647305900512e-05,0.001920128265005022,0.03374818603525656,0.08285240205664257,0.004392761774395558,0.0828534504582362,1.2551552762213485e-07,9.909533171289663,0.2047385870403662,0.0
0.305,0.005533300338980298,0.11687571546670578,5.142319578504573e-05,0.0019073663579412758,0.03374830469510314,0.08285275930123193,0.0043631120712824805,0.08285380840210105,1.2551552764591784e-07,9.909535200389602,0.20473808347152142,0.0
0.30500000000000005,0.005533299429771007,0.11687519080624727,5.1344869063741505e-05,0.0019044528613175748,0.03374831462033005,0.08285278906503127,0.004356156088746361,0.08285383845621962,1.2551552765262724e-07,9.909535712650289,0.20473683835962375,0.0
