x, porosity, pH, pe, ionic_strength, totalVolume,aq_gen_amount, aq_gen_volume,aq_gen_Al+3,aq_gen_Al(OH)2+,aq_gen_AlH3SiO4+2,aq_gen_AlOH+2,aq_gen_HAlO2@,aq_gen_KAlO2@,aq_gen_NaAlO2@,aq_gen_AlO2-,aq_gen_AlSO4+,aq_gen_Ca(HCO3)+,aq_gen_CaCO3@,aq_gen_Fe(CO3)2-2,aq_gen_Fe(CO3)3-3,aq_gen_FeCO3@,aq_gen_FeCO3OH@,aq_gen_HCO3-,aq_gen_Mg(HCO3)+,aq_gen_NaHCO3@,aq_gen_Sr(HCO3)+,aq_gen_MgCO3@,aq_gen_NaCO3-,aq_gen_CO2@,aq_gen_CO3-2,aq_gen_Sr(CO3)@,aq_gen_Ca+2,aq_gen_CaCl+,aq_gen_CaCl2@,aq_gen_CaOH+,aq_gen_CaSO4@,aq_gen_Cl-,aq_gen_FeCl+,aq_gen_FeCl+2,aq_gen_FeCl2+,aq_gen_FeCl2@,aq_gen_HCl@,aq_gen_HClO2@,aq_gen_HClO@,aq_gen_KCl@,aq_gen_MgCl+,aq_gen_SrCl+,aq_gen_Fe+2,aq_gen_Fe+3,aq_gen_Fe(HS)2@,aq_gen_Fe(OH)4-,aq_gen_Fe2(OH)2+4,aq_gen_FeHSO4+,aq_gen_FeHSO4+2,aq_gen_FeOH+,aq_gen_FeOH+2,aq_gen_HFeO2-,aq_gen_HFeO2@,aq_gen_FeO+,aq_gen_FeO@,aq_gen_FeSO4+,aq_gen_FeSO4@,aq_gen_KOH@,aq_gen_Mg4(OH)4+4,aq_gen_MgOH+,aq_gen_NaOH@,aq_gen_H2S2O3@,aq_gen_H2S2O4@,aq_gen_H2SO3@,aq_gen_H2SiO4-2,aq_gen_H4SiO4@,aq_gen_HS2O3-,aq_gen_HS2O4-,aq_gen_HSO3-,aq_gen_HSO4-,aq_gen_HSiO3-,aq_gen_Si2O2(OH)5-,aq_gen_Si2O3(OH)4-2,aq_gen_Si3O5(OH)5-3,aq_gen_Si3O6(OH)3-3,aq_gen_Si4O12H4-4,aq_gen_Si4O6(OH)6-2,aq_gen_Si4O7(OH)6-4,aq_gen_Si4O8(OH)4-4,aq_gen_SrOH+,aq_gen_H2S@,aq_gen_K+,aq_gen_KSO4-,aq_gen_Mg+2,aq_gen_MgSO4@,aq_gen_Na+,aq_gen_NaSO4-,aq_gen_S2O5-2,aq_gen_S3O6-2,aq_gen_S4O6-2,aq_gen_S5O6-2,aq_gen_SO4-2,aq_gen_SrSO4@,aq_gen_Si6O15-6,aq_gen_S-2,aq_gen_S2-2,aq_gen_S3-2,aq_gen_S4-2,aq_gen_S5-2,aq_gen_Sr+2,aq_gen_Tra,aq_gen_CH4@,aq_gen_H2@,aq_gen_O2@,aq_gen_OH-,aq_gen_H+,aq_gen_H2O@,CSHExchanger_amount, CSHExchanger_volume,CSHExchanger_Cx2Ca,CSHExchanger_CxK,CSHExchanger_CxNa,OpaExchanger_amount, OpaExchanger_volume,OpaExchanger_OpaCa@,OpaExchanger_OpaFe@,OpaExchanger_OpaK@,OpaExchanger_OpaMg@,OpaExchanger_OpaNa@,OpaExchanger_OpaSr@,Sol_amount, Sol_volume,Sol_SolidInert,Al+3_IMPORTANT,Al(OH)2+_IMPORTANT,AlH3SiO4+2_IMPORTANT,AlOH+2_IMPORTANT,HAlO2@_IMPORTANT,KAlO2@_IMPORTANT,NaAlO2@_IMPORTANT,AlO2-_IMPORTANT,AlSO4+_IMPORTANT,Ca(HCO3)+_IMPORTANT,CaCO3@_IMPORTANT,Fe(CO3)2-2_IMPORTANT,Fe(CO3)3-3_IMPORTANT,FeCO3@_IMPORTANT,FeCO3OH@_IMPORTANT,HCO3-_IMPORTANT,Mg(HCO3)+_IMPORTANT,NaHCO3@_IMPORTANT,Sr(HCO3)+_IMPORTANT,MgCO3@_IMPORTANT,NaCO3-_IMPORTANT,CO2@_IMPORTANT,CO3-2_IMPORTANT,Sr(CO3)@_IMPORTANT,Ca+2_IMPORTANT,CaCl+_IMPORTANT,CaCl2@_IMPORTANT,CaOH+_IMPORTANT,CaSO4@_IMPORTANT,Cl-_IMPORTANT,FeCl+_IMPORTANT,FeCl+2_IMPORTANT,FeCl2+_IMPORTANT,FeCl2@_IMPORTANT,HCl@_IMPORTANT,HClO2@_IMPORTANT,HClO@_IMPORTANT,KCl@_IMPORTANT,MgCl+_IMPORTANT,SrCl+_IMPORTANT,Fe+2_IMPORTANT,Fe+3_IMPORTANT,Fe(HS)2@_IMPORTANT,Fe(OH)4-_IMPORTANT,Fe2(OH)2+4_IMPORTANT,FeHSO4+_IMPORTANT,FeHSO4+2_IMPORTANT,FeOH+_IMPORTANT,FeOH+2_IMPORTANT,HFeO2-_IMPORTANT,HFeO2@_IMPORTANT,FeO+_IMPORTANT,FeO@_IMPORTANT,FeSO4+_IMPORTANT,FeSO4@_IMPORTANT,KOH@_IMPORTANT,Mg4(OH)4+4_IMPORTANT,MgOH+_IMPORTANT,NaOH@_IMPORTANT,H2S2O3@_IMPORTANT,H2S2O4@_IMPORTANT,H2SO3@_IMPORTANT,H2SiO4-2_IMPORTANT,H4SiO4@_IMPORTANT,HS2O3-_IMPORTANT,HS2O4-_IMPORTANT,HSO3-_IMPORTANT,HSO4-_IMPORTANT,HSiO3-_IMPORTANT,Si2O2(OH)5-_IMPORTANT,Si2O3(OH)4-2_IMPORTANT,Si3O5(OH)5-3_IMPORTANT,Si3O6(OH)3-3_IMPORTANT,Si4O12H4-4_IMPORTANT,Si4O6(OH)6-2_IMPORTANT,Si4O7(OH)6-4_IMPORTANT,Si4O8(OH)4-4_IMPORTANT,SrOH+_IMPORTANT,H2S@_IMPORTANT,K+_IMPORTANT,KSO4-_IMPORTANT,Mg+2_IMPORTANT,MgSO4@_IMPORTANT,Na+_IMPORTANT,NaSO4-_IMPORTANT,S2O5-2_IMPORTANT,S3O6-2_IMPORTANT,S4O6-2_IMPORTANT,S5O6-2_IMPORTANT,SO4-2_IMPORTANT,SrSO4@_IMPORTANT,Si6O15-6_IMPORTANT,S-2_IMPORTANT,S2-2_IMPORTANT,S3-2_IMPORTANT,S4-2_IMPORTANT,S5-2_IMPORTANT,Sr+2_IMPORTANT,Tra_IMPORTANT,CH4@_IMPORTANT,H2@_IMPORTANT,O2@_IMPORTANT,OH-_IMPORTANT,H+_IMPORTANT,Al,C,Ca,Cl,Cx,Fe,H,K,Mg,Na,O,Opa,S,Si,Sol,Sr,Tra,Z
0.0,0.0399392286859,7.56818983825,-4.30582211019,8.17281821586e-05,0.000999937566142,2.21244325007,3.99367351258e-05,5.28279581158e-17,1.65280508131e-12,4.47863831366e-18,2.04630710616e-14,8.9493278674e-11,2.20708445261e-15,4.78531716158e-15,1.18710171585e-09,1.06457733836e-18,4.85317327281e-15,1.09593222762e-15,3.47348609225e-20,9.62005394889e-21,8.49187990756e-14,1.85653219232e-20,1.13566998256e-07,1.20207462857e-14,1.48734316662e-12,6.01107856213e-16,1.81414087754e-15,8.61522372998e-14,6.96786370825e-09,2.04381629946e-10,4.37556481113e-17,1.40138983977e-10,2.24017069166e-15,4.07260170668e-20,8.20064056609e-16,4.02856744872e-13,1.29557159127e-06,2.52704120083e-15,2.29767011051e-21,6.51213826572e-22,7.72371495348e-21,6.75810714968e-15,7.94305962649e-23,2.12613645309e-22,1.71297604898e-11,2.81293580982e-14,2.66822260526e-16,1.17191904239e-10,5.14893696027e-22,3.82107114849e-23,1.18528186741e-11,9.73115782248e-22,8.28233592819e-21,5.29520882311e-22,1.30657346397e-12,6.52595267178e-15,7.47293273132e-20,6.53860530455e-12,1.19467480716e-10,3.79971040089e-16,1.42077308538e-20,4.54445754013e-13,2.12458901064e-13,2.04883046998e-22,2.97015046258e-14,6.0286867048e-14,6.59579016652e-23,6.09126339362e-23,2.66764536078e-22,1.76664251772e-16,2.30446157871e-08,7.37095207029e-23,6.7782769897e-23,4.0408241934e-22,1.53207863276e-12,1.32591786752e-10,1.60195724315e-15,7.79833636986e-19,7.70064230772e-22,7.70962341637e-22,3.1750673126e-22,8.22101268592e-22,3.19607791557e-22,3.19769150694e-22,2.62940864795e-17,9.39218606129e-23,1.70190965947e-06,1.89547197747e-10,4.03145208884e-10,9.64196148296e-13,9.41516172428e-07,1.19308183642e-10,1.02507472206e-22,5.08182810523e-23,3.60119945994e-23,2.34631235913e-23,6.10361344073e-07,4.08319745575e-14,1.32364421626e-22,7.88224634358e-23,4.33298522994e-23,2.93475864573e-23,2.20582863473e-23,1.76517844471e-23,1.45401793597e-11,8.61248933706e-09,8.32294390065e-23,8.20700084739e-22,1.98333782733e-22,1.46096445306e-08,1.08865470912e-09,2.21243853006,0.0476892351517,0.0,0.0181917297939,0.022585400316,0.00691210504185,1.00451512109e-09,-9.70256320018e-21,9.76355753292e-12,1.02789154529e-11,9.23351304506e-10,2.80873395595e-11,3.22293330802e-11,8.04670957846e-13,960.000816711,0.000960000831016,960.000816711,1.32279110822e-12,4.13855833758e-08,1.12143326177e-13,5.12387179301e-10,2.2408761856e-06,5.52645188861e-11,1.19822442834e-10,2.97245559036e-05,2.66565941109e-14,1.21521532933e-10,2.74417080958e-11,8.69747134138e-16,2.40882333485e-16,2.12633303169e-09,4.64868293934e-16,0.00284367257108,3.00994716965e-10,3.72424826901e-08,1.50515021901e-11,4.54253676928e-11,2.15721783537e-09,0.000174472542292,5.11763491188e-06,1.09562406575e-12,3.50902454934e-06,5.60929851828e-11,1.0197633066e-15,2.05340785626e-11,1.00873730314e-08,0.0324405985413,6.32761088975e-11,5.75327478142e-17,1.63061358051e-17,1.93398757539e-16,1.69220321301e-10,1.98891061111e-18,5.32376130995e-18,4.28922405296e-07,7.0434796459e-10,6.68112352412e-12,2.93443877847e-06,1.28927338303e-17,9.56781052947e-19,2.96789876208e-07,2.43664330392e-17,2.07386405076e-16,1.32589927705e-17,3.27160810682e-08,1.63407265297e-10,1.8711927021e-15,1.637240822e-07,2.99141831048e-06,9.5143240651e-12,3.5575594272e-16,1.1379141349e-08,5.31988657548e-09,5.13019019587e-18,7.43713889786e-10,1.50955922807e-09,1.65155968452e-18,1.52522818263e-18,6.67967812686e-18,4.4236027611e-12,0.000577028034829,1.84565714926e-18,1.69725366091e-18,1.01180634337e-17,3.83626410103e-08,3.32004572567e-06,4.01123736856e-11,1.95267248194e-14,1.92821027644e-17,1.93045911041e-17,7.95024255888e-18,2.05850895423e-17,8.00285227499e-18,8.00689264376e-18,6.58393491522e-13,2.35176612002e-18,0.0426151425275,4.74618661615e-06,1.00945960558e-05,2.41430889445e-08,0.0235751913486,2.98742957495e-06,2.56674642739e-18,1.27246959202e-18,9.01726054621e-19,5.87507304175e-19,0.0152832058542,1.02241644012e-09,3.31435259313e-18,1.97368320639e-18,1.08496230758e-18,7.34851919288e-19,5.52330737046e-19,4.41993678037e-19,3.64080321385e-07,0.000215653315423,2.08403212592e-18,2.05500044546e-17,4.96619921753e-18,0.000365819701699,2.72594819203e-05,1.27827531345e-09,1.20740922437e-07,1.40550850103e-10,1.29558876095e-06,0.0,2.5690618009e-10,4.42487728185,1.70211655109e-06,4.04181070783e-10,9.41637119179e-07,2.21244143793,0.0,6.10673593865e-07,2.31772109605e-08,0.0,1.45819493141e-11,8.61248933706e-09,-5.34625998454e-10
0.02,0.0399392286987,7.56652272338,-4.30379472644,8.1715099672e-05,0.000999937566155,2.2124432508,3.99367351391e-05,5.34362282751e-17,1.65906427844e-12,4.50153813558e-18,2.06195134452e-14,8.94880899824e-11,2.19858039918e-15,4.76687894912e-15,1.18248400853e-09,1.07565611969e-18,4.85730069285e-15,1.09266277917e-15,3.44237358767e-20,9.64622838531e-21,8.41970004356e-14,1.86600825685e-20,1.13655370928e-07,1.20274354816e-14,1.48855555763e-12,6.02300305826e-16,1.8081975175e-15,8.58920464661e-14,7.00011121888e-09,2.03756501093e-10,4.36745305574e-17,1.40148641899e-10,2.24258767367e-15,4.0794296126e-20,8.16980512207e-16,4.024801485e-13,1.29687572746e-06,2.51577031625e-15,2.30444039052e-21,6.51880923614e-22,7.71207490466e-21,6.7909337195e-15,7.9474622687e-23,2.12780076745e-22,1.71476371648e-11,2.81514361753e-14,2.67412587336e-16,1.16551502521e-10,5.1373946247e-22,3.81726969654e-23,1.18453498746e-11,9.74997064511e-22,8.27241758376e-21,5.29988707833e-22,1.29445831635e-12,6.59736366277e-15,7.3618652326e-20,6.55962256482e-12,1.20312344014e-10,3.75005926835e-16,1.43227644439e-20,4.51508792238e-13,2.11652549367e-13,2.04816208207e-22,2.95811302254e-14,6.00580585049e-14,6.5907130995e-23,6.08813631423e-23,2.66584054058e-22,1.74874113688e-16,2.29869708392e-08,7.36441025458e-23,6.77423259396e-23,4.03613776092e-22,1.53642108474e-12,1.31753275311e-10,1.58784466795e-15,7.70124682492e-19,7.69017414074e-22,7.69913170694e-22,3.17258876281e-22,8.20997376318e-22,3.19356697775e-22,3.19517807338e-22,2.62249050029e-17,9.38134160821e-23,1.7019697237e-06,1.89363008256e-10,4.03054564889e-10,9.63011846822e-13,9.41549400667e-07,1.19192247803e-10,1.02445319171e-22,5.07878326315e-23,3.59848683113e-23,2.34465712613e-23,6.09744684056e-07,4.08399976384e-14,1.32298591773e-22,7.87412307456e-23,4.32881269632e-23,2.93205667292e-23,2.20385717882e-23,1.7636310294e-23,1.45576473229e-11,8.58066787229e-09,8.31427719894e-23,8.18667897927e-22,1.98586554088e-22,1.45536582649e-08,1.09284082185e-09,2.21243853004,0.0476892351517,0.0,0.0181917297939,0.0225854003158,0.00691210504198,1.00457067276e-09,-9.69936778299e-21,9.76528800473e-12,1.02238530071e-11,9.23458660604e-10,2.80840659031e-11,3.22330803244e-11,8.05724917387e-13,960.000816711,0.000960000831016,960.000816711,1.33802195119e-12,4.15423111746e-08,1.12716728594e-13,5.16304434335e-10,2.24074626208e-06,5.50515807444e-11,1.19360757271e-10,2.96089303347e-05,2.69340023902e-14,1.21624881852e-10,2.7359842395e-11,8.61956686165e-16,2.41537730907e-16,2.10825947946e-09,4.67241062733e-16,0.00284588538677,3.01162211675e-10,3.72728404675e-08,1.50813606503e-11,4.52765483008e-11,2.15070275943e-09,0.000175280007104,5.10198193177e-06,1.09359291403e-12,3.50926637871e-06,5.61535054344e-11,1.02147298681e-15,2.04568678276e-11,1.00779432044e-08,0.0324732535833,6.29938903992e-11,5.77022729197e-17,1.63228396449e-17,1.93107295271e-16,1.70042285526e-10,1.99001301459e-18,5.32792868531e-18,4.29370030002e-07,7.04900790644e-10,6.69590507099e-12,2.91840337261e-06,1.28638322757e-17,9.55829184145e-19,2.96602860333e-07,2.44135395925e-17,2.07138053598e-16,1.32707069315e-17,3.24127225684e-08,1.65195368119e-10,1.84338184054e-15,1.64250346003e-07,3.01257335119e-06,9.38999959634e-12,3.58636338048e-16,1.13056009878e-08,5.2996958472e-09,5.12851657738e-18,7.40699762322e-10,1.50382995244e-09,1.65028840654e-18,1.52444517386e-18,6.67515892647e-18,4.37877841239e-12,0.000575584628017,1.84401910395e-18,1.6962409597e-18,1.01063287894e-17,3.8471374272e-08,3.29904973084e-06,3.97590003895e-11,1.92836164451e-14,1.92558908833e-17,1.92783202736e-17,7.94403636592e-18,2.0557448511e-17,7.99656498366e-18,8.00059910319e-18,6.56661214583e-13,2.34905071122e-18,0.0426166464978,4.74157458281e-06,1.00923263628e-05,2.41134344976e-08,0.0235760233627,2.98452658656e-06,2.56519013921e-18,1.27170717523e-18,9.01046822832e-19,5.87092840205e-19,0.015267764927,1.02261733455e-09,3.31270423864e-18,1.97164917141e-18,1.08391752136e-18,7.34175355776e-19,5.51837092126e-19,4.41606211239e-19,3.64517712131e-07,0.000214856518501,2.08186201751e-18,2.04991192965e-17,4.97252851031e-18,0.000364417827703,2.7364300513e-05,1.27365880677e-09,1.20860917724e-07,1.4056013162e-10,1.29689291507e-06,0.0,2.57108471396e-10,4.42487728162,1.70217644819e-06,4.04089144936e-10,9.41670232188e-07,2.21244143548,0.0,6.10056633575e-07,2.31187274712e-08,0.0,1.45994269328e-11,8.58066787229e-09,-5.33908450075e-10
0.04,0.0399392287368,7.56153021173,-4.2977236562,8.1675984637e-05,0.000999937566195,2.212443253,3.99367351788e-05,5.52962410441e-17,1.67783556149e-12,4.57038249876e-18,2.10937529635e-14,8.94664055836e-11,2.17315908139e-15,4.71176127317e-15,1.16868221593e-09,1.10945747483e-18,4.86960534069e-15,1.08291291029e-15,3.35086969035e-20,9.72342861702e-21,8.20619436149e-14,1.89434401967e-20,1.13918676687e-07,1.20473886439e-14,1.49216895894e-12,6.05871180886e-16,1.79050008565e-15,8.51162167777e-14,7.09746892962e-09,2.0189273113e-10,4.34314795423e-17,1.40177521341e-10,2.24981674467e-15,4.09988807193e-20,8.07815116169e-16,4.0135371244e-13,1.30077527155e-06,2.48202735629e-15,2.32478146334e-21,6.53872309542e-22,7.67695540843e-21,6.89012314927e-15,7.96061763334e-23,2.13277944304e-22,1.72010984149e-11,2.8217555194e-14,2.69183190035e-16,1.14642379326e-10,5.10321620321e-22,3.80598189767e-23,1.18190446616e-11,9.80613974393e-22,8.24242387224e-21,5.31385500825e-22,1.25871126724e-12,6.81363982952e-15,7.03950798001e-20,6.62074596383e-12,1.22837139232e-10,3.60483354842e-16,1.46722726983e-20,4.42778845367e-13,2.09255989283e-13,2.04616419165e-22,2.92237598778e-14,5.93780160036e-14,6.57563399698e-23,6.07884120647e-23,2.66048156184e-22,1.69616323223e-16,2.28145782102e-08,7.34498661464e-23,6.76221193748e-23,4.02223796418e-22,1.54949685797e-12,1.29270232034e-10,1.54623641069e-15,7.41735269752e-19,7.65894392862e-22,7.66783142992e-22,3.16517836109e-22,8.1770177992e-22,3.18605988718e-22,3.18766353231e-22,2.60186003865e-17,9.34917308916e-23,1.70214931852e-06,1.88812168072e-10,4.02786062688e-10,9.59479184288e-13,9.41648754569e-07,1.18845528128e-10,1.02260583869e-22,5.06973341706e-23,3.59042883963e-23,2.33973913806e-23,6.07900786316e-07,4.08636357349e-14,1.32101556995e-22,7.85000788175e-23,4.31642455515e-23,2.92403378068e-23,2.19800297971e-23,1.75903580495e-23,1.46099642333e-11,8.48551734401e-09,8.28855419277e-23,8.12667650217e-22,1.99343784296e-22,1.43872761967e-08,1.10547351177e-09,2.21243852998,0.0476892351517,0.0,0.0181917297939,0.0225854003163,0.00691210504153,1.00473625509e-09,-9.68983425777e-21,9.77044642905e-12,1.00596247323e-11,9.23778655907e-10,2.80743973634e-11,3.22442496812e-11,8.08880977493e-13,960.000816711,0.000960000831016,960.000816711,1.38459593146e-12,4.20123366113e-08,1.14440564015e-13,5.2817920316e-10,2.24020329111e-06,5.44150409808e-11,1.1798063242e-10,2.92633388957e-05,2.7780374882e-14,1.2193298523e-10,2.71157095201e-11,8.39044472551e-16,2.43470793832e-16,2.05479850187e-09,4.7433622483e-16,0.00285247845566,3.01661830642e-10,3.73633185652e-08,1.51707739297e-11,4.48334115855e-11,2.13127628978e-09,0.00017771780537,5.05531386646e-06,1.08750701198e-12,3.509989505e-06,5.63345184477e-11,1.02659570282e-15,2.02273699278e-11,1.00497376824e-08,0.0325708965874,6.214898001e-11,5.82116052536e-17,1.6372703142e-17,1.92227916831e-16,1.72525949315e-10,1.99330706371e-18,5.3403950861e-18,4.30708678062e-07,7.06556383933e-10,6.74024025326e-12,2.87059968254e-06,1.27782508519e-17,9.53002763154e-19,2.95944187945e-07,2.45541847626e-17,2.06387022759e-16,1.33056820606e-17,3.15176306126e-08,1.70610837341e-10,1.76266486194e-15,1.65780851494e-07,3.07579321851e-06,9.02636014757e-12,3.67387885681e-16,1.10870065714e-08,5.2396869285e-09,5.12351393396e-18,7.31751349904e-10,1.48680195659e-09,1.64651265747e-18,1.52211771425e-18,6.66174024976e-18,4.24712542135e-12,0.000571267984427,1.83915549976e-18,1.69323103334e-18,1.007152424e-17,3.87987864064e-08,3.23687530929e-06,3.87171461004e-11,1.85727567973e-14,1.91776916524e-17,1.9199945603e-17,7.92548100621e-18,2.04749280646e-17,7.97776751886e-18,7.98178298262e-18,6.51495428207e-13,2.34099583937e-18,0.0426211434386,4.72778175849e-06,1.00856031642e-05,2.40249780057e-08,0.0235785111215,2.97584486054e-06,2.56056443801e-18,1.26944112842e-18,8.99029132841e-19,5.85861394926e-19,0.0152215944442,1.02320922208e-09,3.3077705627e-18,1.96561082087e-18,1.0808155789e-18,7.32166454667e-19,5.50371223355e-19,4.40455584833e-19,3.65827706443e-07,0.00021247398682,2.07542107678e-18,2.03488754546e-17,4.99148924928e-18,0.000360251686381,2.76806180279e-05,1.25985449672e-09,1.21219718135e-07,1.40587885245e-10,1.30079251275e-06,0.0,2.5771251756e-10,4.42487728092,1.70235554322e-06,4.03816821077e-10,9.41769241472e-07,2.21244142813,0.0,6.08211837986e-07,2.29438517104e-08,0.0,1.46517723734e-11,8.48551734401e-09,-5.31759278407e-10
0.06,0.0399392288,7.55323987488,-4.28764317923,8.16112318968e-05,0.000999937566261,2.21244325665,3.99367352446e-05,5.85153673229e-17,1.70907730297e-12,4.68551255572e-18,2.1900353234e-14,8.94095178027e-11,2.13109411963e-15,4.62055738999e-15,1.14585080285e-09,1.16769389616e-18,4.88985516844e-15,1.06685962055e-15,3.20390250458e-20,9.84855674173e-21,7.85899669867e-14,1.94147063325e-20,1.14351502281e-07,1.20802660753e-14,1.49811233052e-12,6.11800741959e-16,1.76144634144e-15,8.38390917492e-14,7.26177132956e-09,1.98825421437e-10,4.30275668689e-17,1.40225340113e-10,2.26179243609e-15,4.13390009238e-20,7.92821178605e-16,3.9948747309e-13,1.30723176773e-06,2.42562598404e-15,2.35886532577e-21,6.57166026364e-22,7.61722036395e-21,7.0578011099e-15,7.98246281061e-23,2.141063041e-22,1.72896394185e-11,2.83273755982e-14,2.72132813965e-16,1.11482047263e-10,5.04748300087e-22,3.78746159074e-23,1.17648961352e-11,9.89918385789e-22,8.19101701858e-21,5.33696376114e-22,1.20088357398e-12,7.18208431185e-15,6.53570015557e-20,6.71745513927e-12,1.27032865054e-10,3.37421130116e-16,1.52712653243e-20,4.28424564194e-13,2.0533605112e-13,2.04285888248e-22,2.86405006243e-14,5.82657031803e-14,6.55087190999e-23,6.06354957436e-23,2.65168002043e-22,1.61217348157e-16,2.25290603431e-08,7.31311433342e-23,6.74244477685e-23,3.99947626872e-22,1.57144736003e-12,1.25238263731e-10,1.4792622243e-15,6.96787034128e-19,7.60747101191e-22,7.61624359158e-22,3.15291205813e-22,8.122623857e-22,3.17363401563e-22,3.17522536535e-22,2.56789252741e-17,9.29649186972e-23,1.70244665568e-06,1.87899846751e-10,4.02349907468e-10,9.53658279955e-13,9.41813245145e-07,1.18271278569e-10,1.01956798451e-22,5.05485164152e-23,3.57719341927e-23,2.33165806325e-23,6.04847832303e-07,4.09016119501e-14,1.31774696301e-22,7.8104662396e-23,4.29610430408e-23,2.91087037183e-23,2.18839614041e-23,1.75149412772e-23,1.46968688049e-11,8.32797599106e-09,8.24638517291e-23,8.02933149982e-22,2.00608054184e-22,1.41151811127e-08,1.12677418724e-09,2.21243852989,0.0476892351517,0.0,0.0181917297939,0.022585400314,0.00691210504386,1.00501006928e-09,-9.67401828949e-21,9.77897861038e-12,9.78751604664e-12,9.24307812776e-10,2.80589153634e-11,3.22627211872e-11,8.14125294501e-13,960.000816711,0.000960000831016,960.000816711,1.46520157355e-12,4.27946173493e-08,1.17323374758e-13,5.48376152931e-10,2.23877883996e-06,5.33617509437e-11,1.15696923188e-10,2.86916493258e-05,2.92385917127e-14,1.22440032679e-10,2.67137414718e-11,8.02244471152e-16,2.46603952011e-16,1.96786158171e-09,4.86136541045e-16,0.00286331623205,3.02485067978e-10,3.75121381692e-08,1.53192477605e-11,4.41059172877e-11,2.09929758243e-09,0.000181831871962,4.9785096408e-06,1.07739319715e-12,3.51118686228e-06,5.66343849151e-11,1.03511217606e-15,1.98519276488e-11,1.00030077732e-08,0.0327325646357,6.07367119316e-11,5.90650515452e-17,1.6455176477e-17,1.90732174708e-16,1.76724538615e-10,1.99877700611e-18,5.36113687783e-18,4.3292570894e-07,7.09306242102e-10,6.81409765466e-12,2.79146621726e-06,1.26386971042e-17,9.48365350232e-19,2.94588329846e-07,2.47871634906e-17,2.05099815206e-16,1.33635454387e-17,3.00696480728e-08,1.79836540665e-10,1.63651337936e-15,1.68202410591e-07,3.18085252278e-06,8.44889117876e-12,3.82386422695e-16,1.07275810496e-08,5.14153322405e-09,5.11523756252e-18,7.1714676848e-10,1.45895008251e-09,1.64031232645e-18,1.51828874775e-18,6.63970152841e-18,4.03681841216e-12,0.000564118729414,1.83117480401e-18,1.68828141198e-18,1.00145298413e-17,3.93484182021e-08,3.13591641789e-06,3.70401389907e-11,1.74472707862e-14,1.90488054803e-17,1.90707716716e-17,7.89476665736e-18,2.03387277584e-17,7.94665361652e-18,7.95063829305e-18,6.42990097132e-13,2.32780466725e-18,0.0426285885728,4.70493758692e-06,1.0074681994e-05,2.38792248318e-08,0.0235826298614,2.96146587458e-06,2.55295776749e-18,1.26571478879e-18,8.95715034633e-19,5.838379249e-19,0.0151451496623,1.02416012975e-09,3.2995860952e-18,1.95570974737e-18,1.0757274669e-18,7.28870388129e-19,5.47965708014e-19,4.38567178061e-19,3.68003761822e-07,0.000208529213519,2.06486211815e-18,2.01051273987e-17,5.02314605728e-18,0.000353438532875,2.82139784421e-05,1.23699811433e-09,1.21813780027e-07,1.40633838956e-10,1.30724909772e-06,0.0,2.58715106992e-10,4.42487727977,1.70265205264e-06,4.03374375337e-10,9.41933161261e-07,2.21244141597,0.0,6.05157397349e-07,2.26543017327e-08,0.0,1.47387230569e-11,8.32797599106e-09,-5.28183904246e-10
